tmdb_id,keywords
64685,"[{'id': 818, 'name': 'based on novel'}, {'id': 1646, 'name': 'autism'}, {'id': 2849, 'name': 'key'}, {'id': 8783, 'name': 'scavenger hunt'}, {'id': 10201, 'name': 'death of father'}, {'id': 11336, 'name': 'young boy'}, {'id': 14512, 'name': 'new york city'}, {'id': 40934, 'name': 'tambourine'}, {'id': 40936, 'name': 'lock'}, {'id': 172291, 'name': 'grieving'}, {'id': 214463, 'name': 'post 9/11'}]"
42143,[]
31993,"[{'id': 444, 'name': 'taxi'}, {'id': 1749, 'name': 'taxi driver'}, {'id': 8508, 'name': 'party'}, {'id': 155457, 'name': 'screwball comedy'}]"
16239,"[{'id': 840, 'name': 'usa president'}, {'id': 6375, 'name': 'george w. bush'}, {'id': 9716, 'name': 'stand-up comedy'}]"
52696,"[{'id': 246, 'name': 'dancing'}, {'id': 992, 'name': 'bus'}, {'id': 2776, 'name': 'bus ride'}, {'id': 3616, 'name': 'college'}, {'id': 5091, 'name': 'kiss'}, {'id': 13160, 'name': 'university'}, {'id': 14735, 'name': 'motorcycle'}, {'id': 154784, 'name': 'film debut'}]"
266102,"[{'id': 1691, 'name': 'dance'}, {'id': 4051, 'name': 'ban from profession'}, {'id': 5565, 'name': 'biography'}, {'id': 18009, 'name': 'iran'}, {'id': 158455, 'name': 'oppression'}, {'id': 185308, 'name': 'tehran iran'}]"
42129,[]
122047,"[{'id': 437, 'name': 'painter'}, {'id': 2679, 'name': 'artist'}, {'id': 8508, 'name': 'party'}, {'id': 14818, 'name': 'model'}]"
360022,"[{'id': 158718, 'name': 'lgbt'}, {'id': 195402, 'name': 'film noir'}]"
292988,"[{'id': 1262, 'name': 'mountain'}, {'id': 1859, 'name': 'arizona'}, {'id': 1960, 'name': 'mine'}, {'id': 187056, 'name': 'woman director'}]"
39013,"[{'id': 5905, 'name': 'father'}, {'id': 6148, 'name': 'court'}, {'id': 14657, 'name': 'bail'}, {'id': 14658, 'name': 'drug trade'}, {'id': 14659, 'name': 'girl'}, {'id': 179430, 'name': 'aftercreditsstinger'}, {'id': 179431, 'name': 'duringcreditsstinger'}, {'id': 187056, 'name': 'woman director'}]"
9546,"[{'id': 2136, 'name': 'television'}, {'id': 2325, 'name': 'wrong accusal'}, {'id': 3658, 'name': 'career'}, {'id': 6259, 'name': 'psychopath'}, {'id': 8015, 'name': 'cop'}, {'id': 9777, 'name': 'escape from prison'}, {'id': 12670, 'name': 'los angeles'}, {'id': 14828, 'name': 'city'}, {'id': 15127, 'name': 'killer'}, {'id': 18035, 'name': 'family'}]"
328589,"[{'id': 818, 'name': 'based on novel'}, {'id': 5565, 'name': 'biography'}, {'id': 9672, 'name': 'based on true story'}]"
258435,[]
76640,"[{'id': 798, 'name': 'sheriff'}, {'id': 1415, 'name': 'small town'}, {'id': 1562, 'name': 'hostage'}, {'id': 1563, 'name': 'prisoner'}, {'id': 1812, 'name': 'fbi'}, {'id': 2286, 'name': 'border'}, {'id': 10685, 'name': 'escape'}, {'id': 15483, 'name': 'car chase'}, {'id': 155499, 'name': 'convoy'}, {'id': 156650, 'name': 'machine gun'}, {'id': 168713, 'name': 'neo-western'}]"
413441,[]
18355,"[{'id': 949, 'name': 'terrorist'}, {'id': 6610, 'name': 'naval officer'}]"
55522,[]
266080,[]
56947,"[{'id': 187056, 'name': 'woman director'}, {'id': 203322, 'name': 'dramedy'}]"
10651,"[{'id': 378, 'name': 'prison'}, {'id': 703, 'name': 'detective'}, {'id': 1419, 'name': 'gun'}, {'id': 1721, 'name': 'fight'}, {'id': 1788, 'name': 'chinatown'}, {'id': 2708, 'name': 'hitman'}, {'id': 6007, 'name': 'media'}, {'id': 6149, 'name': 'police'}, {'id': 6844, 'name': 'stalker'}, {'id': 9663, 'name': 'sequel'}, {'id': 9826, 'name': 'murder'}, {'id': 10391, 'name': 'mafia'}, {'id': 12193, 'name': 'reporter'}, {'id': 13142, 'name': 'gangster'}, {'id': 14601, 'name': 'explosion'}, {'id': 14819, 'name': 'violence'}, {'id': 207268, 'name': 'neo-noir'}]"
3061,"[{'id': 242, 'name': 'new york'}, {'id': 6038, 'name': 'marriage'}, {'id': 10614, 'name': 'tragedy'}, {'id': 154802, 'name': 'silent film'}]"
63498,"[{'id': 701, 'name': 'cuba'}, {'id': 1416, 'name': 'jazz'}, {'id': 161919, 'name': 'adult animation'}]"
91908,"[{'id': 4697, 'name': 'video'}, {'id': 6198, 'name': 'ladder'}, {'id': 6270, 'name': 'high school'}, {'id': 10561, 'name': 'video camera'}, {'id': 13073, 'name': 'fear'}, {'id': 13130, 'name': 'teenager'}, {'id': 177185, 'name': 'videotape'}, {'id': 181356, 'name': 'race against the clock'}, {'id': 204166, 'name': 'dvd extra'}, {'id': 214549, 'name': 'short'}, {'id': 234613, 'name': 'featurette'}]"
30577,"[{'id': 1938, 'name': 'sword'}, {'id': 2036, 'name': 'greek mythology'}, {'id': 10821, 'name': 'sorcerer'}, {'id': 187301, 'name': 'hercules'}]"
243312,"[{'id': 839, 'name': 'mars'}, {'id': 33885, 'name': 'car'}]"
318922,"[{'id': 4620, 'name': 'magazine'}, {'id': 6027, 'name': 'music'}]"
22538,"[{'id': 170335, 'name': 'whipping'}, {'id': 175297, 'name': 'hipster'}, {'id': 175301, 'name': 'underage girlfriend'}, {'id': 175309, 'name': 'animated flashback'}, {'id': 175314, 'name': ""character's point of view camera shot""}, {'id': 175316, 'name': 'unconsciousness'}, {'id': 175321, 'name': 'girl fight'}, {'id': 175322, 'name': 'vegan'}, {'id': 179430, 'name': 'aftercreditsstinger'}]"
14720,"[{'id': 187056, 'name': 'woman director'}]"
21873,"[{'id': 10624, 'name': 'bully'}]"
50503,"[{'id': 6075, 'name': 'sport'}]"
34282,"[{'id': 1842, 'name': 'village life'}, {'id': 9963, 'name': 'kids and family'}, {'id': 10718, 'name': 'fugitive'}, {'id': 182281, 'name': 'farming'}, {'id': 193228, 'name': 'wife murderer'}, {'id': 198678, 'name': 'religon'}]"
430985,[]
41668,[]
20622,"[{'id': 2176, 'name': 'music teacher'}, {'id': 6156, 'name': 'superstition'}, {'id': 9713, 'name': 'friends'}, {'id': 10226, 'name': 'neighbor'}, {'id': 10540, 'name': 'bollywood'}, {'id': 189984, 'name': 'tamil'}]"
667,"[{'id': 212, 'name': 'london england'}, {'id': 233, 'name': 'japan'}, {'id': 392, 'name': 'england'}, {'id': 441, 'name': 'assassination'}, {'id': 720, 'name': 'helicopter'}, {'id': 746, 'name': 'vulkan'}, {'id': 782, 'name': 'assassin'}, {'id': 1293, 'name': 'asia'}, {'id': 1308, 'name': 'secret identity'}, {'id': 1432, 'name': 'nasa'}, {'id': 2041, 'name': 'island'}, {'id': 2139, 'name': 'russia'}, {'id': 2534, 'name': 'missile'}, {'id': 2770, 'name': 'war ship'}, {'id': 3075, 'name': 'ninja fighter'}, {'id': 3268, 'name': 'secret base'}, {'id': 3269, 'name': 'secret mission'}, {'id': 3271, 'name': 'secret organization'}, {'id': 3272, 'name': 'secret intelligence service'}, {'id': 3284, 'name': 'phantom'}, {'id': 3289, 'name': 'villain'}, {'id': 3346, 'name': 'sumo ringer'}, {'id': 3347, 'name': 'volcano'}, {'id': 3739, 'name': 'funeral'}, {'id': 9882, 'name': 'space'}, {'id': 13065, 'name': 'soldier'}, {'id': 15127, 'name': 'killer'}, {'id': 41249, 'name': 'secret service'}, {'id': 222423, 'name': 'blast'}]"
56212,[]
111421,"[{'id': 378, 'name': 'prison'}, {'id': 974, 'name': 'bank'}, {'id': 10726, 'name': 'gang'}, {'id': 130989, 'name': 'butch cassidy'}]"
239103,"[{'id': 1956, 'name': 'world war ii'}, {'id': 2435, 'name': 'warsaw ghetto'}, {'id': 10103, 'name': 'children'}]"
35701,"[{'id': 830, 'name': 'car race'}]"
14555,"[{'id': 90, 'name': 'paris'}, {'id': 187056, 'name': 'woman director'}]"
43193,"[{'id': 4344, 'name': 'musical'}, {'id': 5259, 'name': 'english channel'}, {'id': 11827, 'name': 'swimmer'}, {'id': 15058, 'name': 'swimming'}, {'id': 15284, 'name': 'cartoon cat'}, {'id': 155325, 'name': 'cartoon mouse'}, {'id': 155655, 'name': 'tom and jerry'}, {'id': 178523, 'name': 'cheesecake'}, {'id': 209220, 'name': 'live action and animation'}]"
10730,"[{'id': 1551, 'name': 'indigenous'}, {'id': 2041, 'name': 'island'}, {'id': 10568, 'name': 'science fiction'}, {'id': 11873, 'name': 'king kong'}, {'id': 158252, 'name': 'giant animal'}, {'id': 196425, 'name': 'giant ape'}]"
37735,"[{'id': 2251, 'name': 'lie'}, {'id': 6270, 'name': 'high school'}, {'id': 10873, 'name': 'school'}, {'id': 11870, 'name': 'teen movie'}, {'id': 189868, 'name': 'rumor'}]"
10868,"[{'id': 567, 'name': 'alcohol'}, {'id': 570, 'name': 'rape'}, {'id': 1010, 'name': 'bar'}, {'id': 1680, 'name': 'boston'}, {'id': 6098, 'name': 'clothing'}]"
87204,[]
20682,"[{'id': 703, 'name': 'detective'}, {'id': 1454, 'name': 'treasure'}, {'id': 9673, 'name': 'love'}, {'id': 9840, 'name': 'romance'}, {'id': 14604, 'name': 'theft'}, {'id': 189368, 'name': 'barber'}, {'id': 199217, 'name': 'coins'}, {'id': 199221, 'name': 'stolen'}]"
351809,"[{'id': 732, 'name': 'coma'}, {'id': 6086, 'name': 'government'}, {'id': 189102, 'name': 'tunnel'}, {'id': 202041, 'name': 'steal'}, {'id': 207819, 'name': 'accident'}]"
119278,[]
54002,[]
94563,"[{'id': 10060, 'name': 'christian film'}]"
857,"[{'id': 1327, 'name': 'war crimes'}, {'id': 1430, 'name': 'self sacrifice'}, {'id': 1543, 'name': 'war veteran'}, {'id': 1956, 'name': 'world war ii'}, {'id': 2770, 'name': 'war ship'}, {'id': 3800, 'name': 'airplane'}, {'id': 3930, 'name': 'bravery'}, {'id': 4299, 'name': 'normandy'}, {'id': 4300, 'name': 'parachute'}, {'id': 4302, 'name': 'troops'}, {'id': 4303, 'name': 'waffen ss'}, {'id': 4304, 'name': 'omaha beach'}, {'id': 6092, 'name': 'army'}, {'id': 7956, 'name': 'cowardice'}, {'id': 11108, 'name': 'american flag'}, {'id': 11111, 'name': 'war memorial'}, {'id': 11371, 'name': 'deserted town'}, {'id': 162365, 'name': 'military'}, {'id': 207883, 'name': '1940s'}]"
178,"[{'id': 949, 'name': 'terrorist'}, {'id': 1680, 'name': 'boston'}, {'id': 2407, 'name': 'fireworks'}, {'id': 3537, 'name': 'orchestra'}, {'id': 5879, 'name': 'anarchist'}, {'id': 6029, 'name': 'concert'}, {'id': 6104, 'name': 'computer'}, {'id': 9748, 'name': 'revenge'}, {'id': 11018, 'name': 'irish'}, {'id': 13027, 'name': 'wedding'}, {'id': 14601, 'name': 'explosion'}, {'id': 14819, 'name': 'violence'}, {'id': 33406, 'name': 'roulette wheel'}, {'id': 155530, 'name': 'capsized ship'}, {'id': 157198, 'name': 'belfast'}, {'id': 157251, 'name': 'bomb planting'}, {'id': 179966, 'name': 'headphones'}, {'id': 187844, 'name': 'flashback'}, {'id': 206544, 'name': 'bomb attack'}, {'id': 222423, 'name': 'blast'}, {'id': 226463, 'name': 'human bomb'}]"
136134,"[{'id': 736, 'name': 'journalist'}, {'id': 9826, 'name': 'murder'}, {'id': 14985, 'name': 'ireland'}, {'id': 41022, 'name': 'protestant'}]"
27681,"[{'id': 1156, 'name': 'sister sister relationship'}, {'id': 4803, 'name': 'comet'}, {'id': 6270, 'name': 'high school'}, {'id': 156478, 'name': 'boyfriend'}, {'id': 159947, 'name': 'parents'}, {'id': 165137, 'name': 'school dance'}]"
349176,"[{'id': 233, 'name': 'japan'}, {'id': 305, 'name': 'moon'}, {'id': 441, 'name': 'assassination'}, {'id': 1299, 'name': 'monster'}, {'id': 10508, 'name': 'teacher'}, {'id': 10835, 'name': 'problem child'}, {'id': 190337, 'name': 'child soldier'}, {'id': 233296, 'name': 'students'}]"
32097,[]
208327,"[{'id': 187056, 'name': 'woman director'}]"
25695,"[{'id': 187056, 'name': 'woman director'}]"
30863,[]
212927,"[{'id': 4344, 'name': 'musical'}, {'id': 9833, 'name': 'lesbian relationship'}, {'id': 10180, 'name': 'homosexuality'}, {'id': 187056, 'name': 'woman director'}]"
325645,[]
42008,"[{'id': 18035, 'name': 'family'}]"
31122,[]
1789,"[{'id': 1334, 'name': 'wedding vows'}, {'id': 1936, 'name': 'blackmail'}, {'id': 2136, 'name': 'television'}, {'id': 2692, 'name': 'arranged marriage'}, {'id': 3595, 'name': 'deceived husband'}, {'id': 3912, 'name': 'tv duel'}, {'id': 4481, 'name': 'deceived wife'}, {'id': 10818, 'name': 'author'}]"
60011,"[{'id': 3644, 'name': 'south africa'}, {'id': 4106, 'name': 'apartheid'}, {'id': 10183, 'name': 'independent film'}]"
155107,"[{'id': 154802, 'name': 'silent film'}, {'id': 179060, 'name': 'sioux tribe'}]"
211331,[]
12479,"[{'id': 1157, 'name': 'wife husband relationship'}, {'id': 3836, 'name': 'success'}, {'id': 10818, 'name': 'author'}, {'id': 34094, 'name': 'extramarital affair'}]"
19119,"[{'id': 5970, 'name': 'wrestling'}, {'id': 155436, 'name': 'classic noir'}, {'id': 195402, 'name': 'film noir'}]"
7191,"[{'id': 720, 'name': 'helicopter'}, {'id': 1299, 'name': 'monster'}, {'id': 1418, 'name': 'skyscraper'}, {'id': 1721, 'name': 'fight'}, {'id': 2249, 'name': 'camcorder'}, {'id': 4210, 'name': 'panic'}, {'id': 4630, 'name': 'chaos'}, {'id': 6152, 'name': 'supernatural'}, {'id': 6898, 'name': 'quarantine'}, {'id': 9713, 'name': 'friends'}, {'id': 9951, 'name': 'alien'}, {'id': 10084, 'name': 'rescue'}, {'id': 10349, 'name': 'survival'}, {'id': 10617, 'name': 'disaster'}, {'id': 10685, 'name': 'escape'}, {'id': 11100, 'name': 'giant monster'}, {'id': 161791, 'name': 'kaiju'}, {'id': 162365, 'name': 'military'}, {'id': 163053, 'name': 'found footage'}, {'id': 179430, 'name': 'aftercreditsstinger'}]"
66193,"[{'id': 2987, 'name': 'gang war'}, {'id': 14819, 'name': 'violence'}, {'id': 160543, 'name': 'semiautomatic pistol'}, {'id': 165279, 'name': 'street'}, {'id': 188907, 'name': 'street shootout'}]"
216457,"[{'id': 9673, 'name': 'love'}]"
284288,"[{'id': 5565, 'name': 'biography'}, {'id': 190341, 'name': 'sporting event'}, {'id': 209476, 'name': 'boxing'}, {'id': 232812, 'name': 'women boxer'}]"
127091,"[{'id': 208612, 'name': 'poliziotteschi'}]"
29464,"[{'id': 395, 'name': 'gambling'}, {'id': 642, 'name': 'robbery'}, {'id': 2394, 'name': 'ghetto'}, {'id': 3230, 'name': 'male friendship'}, {'id': 4258, 'name': 'lottery'}, {'id': 10616, 'name': 'urban'}, {'id': 12532, 'name': 'african american'}]"
12605,"[{'id': 1005, 'name': 'karaoke'}, {'id': 1667, 'name': 'pimp'}, {'id': 1759, 'name': 'night life'}, {'id': 5552, 'name': 'train ride'}]"
24410,"[{'id': 187056, 'name': 'woman director'}]"
30592,"[{'id': 187056, 'name': 'woman director'}]"
41968,"[{'id': 789, 'name': 'muslim'}, {'id': 2908, 'name': 'secret society'}, {'id': 4096, 'name': 'hindu'}, {'id': 4809, 'name': 'tiger'}, {'id': 5638, 'name': 'arrest'}, {'id': 6731, 'name': 'british'}, {'id': 9748, 'name': 'revenge'}, {'id': 9826, 'name': 'murder'}, {'id': 10786, 'name': 'colonel'}, {'id': 13027, 'name': 'wedding'}, {'id': 14636, 'name': 'india'}, {'id': 207928, 'name': '19th century'}]"
306838,"[{'id': 1008, 'name': 'guerrilla'}, {'id': 6091, 'name': 'war'}, {'id': 9748, 'name': 'revenge'}, {'id': 9950, 'name': 'thriller'}, {'id': 196399, 'name': 'rape revenge'}]"
96525,"[{'id': 4344, 'name': 'musical'}, {'id': 225125, 'name': 'quarreling couple'}]"
60430,"[{'id': 90, 'name': 'paris'}, {'id': 572, 'name': 'sex'}, {'id': 596, 'name': 'adultery'}, {'id': 818, 'name': 'based on novel'}, {'id': 2020, 'name': 'revolution'}, {'id': 2887, 'name': 'manipulation'}, {'id': 3515, 'name': 'banker'}, {'id': 9673, 'name': 'love'}]"
195030,[]
38321,"[{'id': 3133, 'name': 'vampire'}, {'id': 3571, 'name': 'crucifixion'}, {'id': 4458, 'name': 'post-apocalyptic'}, {'id': 4565, 'name': 'dystopia'}, {'id': 9259, 'name': 'vampire hunter'}, {'id': 13087, 'name': 'disobey'}, {'id': 13140, 'name': 'niece'}, {'id': 15002, 'name': 'dark hero'}]"
13354,[]
40807,"[{'id': 437, 'name': 'painter'}, {'id': 494, 'name': 'father son relationship'}, {'id': 2726, 'name': 'therapist'}, {'id': 10163, 'name': 'cancer'}, {'id': 11268, 'name': 'psychologist'}, {'id': 12392, 'name': 'best friend'}, {'id': 13005, 'name': 'doctor'}, {'id': 14781, 'name': 'patient'}, {'id': 163699, 'name': 'vomiting'}, {'id': 172345, 'name': ""driver's license""}, {'id': 220363, 'name': 'chemotherapy'}, {'id': 222812, 'name': 'therapist patient relationship'}]"
418047,"[{'id': 2362, 'name': 'chaos theory'}, {'id': 156810, 'name': 'science'}, {'id': 207585, 'name': 'life origin'}]"
409903,[]
257445,"[{'id': 818, 'name': 'based on novel'}, {'id': 2343, 'name': 'magic'}, {'id': 2486, 'name': 'fantasy'}, {'id': 12564, 'name': 'werewolf'}, {'id': 18035, 'name': 'family'}, {'id': 163226, 'name': 'ventriloquist dummy'}, {'id': 186948, 'name': 'book comes to life'}, {'id': 209714, 'name': '3d'}]"
2263,"[{'id': 1327, 'name': 'war crimes'}, {'id': 1417, 'name': 'jurors'}, {'id': 2852, 'name': 'proof'}, {'id': 3012, 'name': 'court case'}, {'id': 3441, 'name': 'sentence'}, {'id': 5600, 'name': 'daughter'}, {'id': 6148, 'name': 'court'}]"
133088,[]
402612,[]
465,"[{'id': 572, 'name': 'sex'}, {'id': 965, 'name': 'age difference'}, {'id': 966, 'name': 'beach'}, {'id': 970, 'name': 'parent child relationship'}, {'id': 1155, 'name': 'brother sister relationship'}, {'id': 1525, 'name': 'puberty'}, {'id': 2201, 'name': 'first time'}, {'id': 2316, 'name': ""women's sexual identity""}, {'id': 2333, 'name': 'campsite'}, {'id': 2334, 'name': 'nightclub'}, {'id': 2335, 'name': 'southern france'}, {'id': 2336, 'name': 'ladykiller'}, {'id': 2389, 'name': 'virgin'}, {'id': 187056, 'name': 'woman director'}]"
46448,[]
136762,"[{'id': 10267, 'name': 'comedy'}]"
56623,"[{'id': 201947, 'name': 'prehistory'}]"
62728,"[{'id': 828, 'name': 'waitress'}, {'id': 2187, 'name': 'riot'}, {'id': 2987, 'name': 'gang war'}, {'id': 3030, 'name': 'nightmare'}, {'id': 6157, 'name': 'prayer'}, {'id': 9748, 'name': 'revenge'}, {'id': 10726, 'name': 'gang'}, {'id': 11343, 'name': 'brighton'}, {'id': 14819, 'name': 'violence'}, {'id': 15079, 'name': 'record'}]"
12097,"[{'id': 1155, 'name': 'brother sister relationship'}, {'id': 2673, 'name': 'horse'}, {'id': 9519, 'name': 'pippi longstocking'}, {'id': 9520, 'name': 'villa kunterbunt'}, {'id': 15149, 'name': 'monkey'}]"
22317,"[{'id': 952, 'name': 'lightning'}, {'id': 184671, 'name': 'jack'}]"
25594,"[{'id': 3088, 'name': 'bodyguard'}, {'id': 9748, 'name': 'revenge'}, {'id': 12371, 'name': 'gunfight'}, {'id': 18026, 'name': 'drug lord'}, {'id': 180736, 'name': 'gun shot'}]"
98870,[]
47249,"[{'id': 2356, 'name': 'immigrant'}, {'id': 8011, 'name': 'greek'}, {'id': 215443, 'name': 'armenian'}]"
56759,"[{'id': 4344, 'name': 'musical'}, {'id': 11240, 'name': 'live concert'}]"
82639,"[{'id': 187056, 'name': 'woman director'}]"
12312,"[{'id': 1189, 'name': 'profession'}, {'id': 3436, 'name': 'karate'}, {'id': 5600, 'name': 'daughter'}, {'id': 9576, 'name': 'beförderung'}, {'id': 155816, 'name': 'ex-wife'}, {'id': 192828, 'name': 'parking'}, {'id': 212330, 'name': 'slap'}]"
40732,"[{'id': 3799, 'name': 'ship'}, {'id': 165369, 'name': 'sailing ship'}, {'id': 189092, 'name': 'journey'}]"
38381,[]
99377,"[{'id': 5420, 'name': 'fisherman'}, {'id': 6212, 'name': 'smuggling'}, {'id': 11200, 'name': 'look-alike'}, {'id': 33461, 'name': 'diamond'}]"
152023,[]
26953,"[{'id': 6300, 'name': 'puppet'}, {'id': 9826, 'name': 'murder'}]"
43452,"[{'id': 1480, 'name': 'baseball'}, {'id': 5565, 'name': 'biography'}, {'id': 6165, 'name': 'historical figure'}]"
52458,[]
324266,"[{'id': 187056, 'name': 'woman director'}]"
33135,"[{'id': 9826, 'name': 'murder'}, {'id': 14819, 'name': 'violence'}, {'id': 14837, 'name': 'rage'}, {'id': 44451, 'name': 'lost'}]"
47837,[]
22014,[]
272892,[]
30265,"[{'id': 10183, 'name': 'independent film'}]"
392058,[]
112092,[]
56821,"[{'id': 212, 'name': 'london england'}, {'id': 2483, 'name': 'nudity'}, {'id': 4123, 'name': 'embassy'}, {'id': 6149, 'name': 'police'}, {'id': 9727, 'name': 'thief'}, {'id': 155331, 'name': 'jewel'}]"
2029,"[{'id': 90, 'name': 'paris'}, {'id': 478, 'name': 'china'}, {'id': 970, 'name': 'parent child relationship'}, {'id': 1439, 'name': 'flat'}, {'id': 5893, 'name': ""mama's boy""}, {'id': 187056, 'name': 'woman director'}]"
48994,"[{'id': 7464, 'name': 'alcoholism'}]"
747,"[{'id': 639, 'name': 'record collection'}, {'id': 2382, 'name': 'flower'}, {'id': 2836, 'name': 'cheese'}, {'id': 5319, 'name': 'pub'}, {'id': 6581, 'name': 'surrey'}, {'id': 9799, 'name': 'romantic comedy'}, {'id': 12377, 'name': 'zombie'}, {'id': 14744, 'name': 'english'}, {'id': 18298, 'name': 'tv show in film'}, {'id': 33615, 'name': 'cricket bat'}, {'id': 33616, 'name': 'broken bottle'}, {'id': 50009, 'name': 'survival horror'}, {'id': 155479, 'name': 'british pub'}, {'id': 191076, 'name': 'english pub'}, {'id': 233944, 'name': ""you've got red on you""}]"
44211,"[{'id': 187056, 'name': 'woman director'}]"
286267,[]
248694,"[{'id': 6846, 'name': 'borderline personality disorder'}, {'id': 10198, 'name': 'gay relationship'}, {'id': 10199, 'name': 'gay interest'}, {'id': 158968, 'name': 'gay lead character'}]"
335409,"[{'id': 1299, 'name': 'monster'}, {'id': 10685, 'name': 'escape'}, {'id': 10958, 'name': 'man hunt'}, {'id': 15097, 'name': 'shark'}, {'id': 156321, 'name': 'tv movie'}, {'id': 158871, 'name': 'women in prison'}]"
77673,[]
201765,"[{'id': 1594, 'name': 'ex-boyfriend'}, {'id': 9799, 'name': 'romantic comedy'}, {'id': 13027, 'name': 'wedding'}]"
59017,"[{'id': 4344, 'name': 'musical'}]"
25504,"[{'id': 736, 'name': 'journalist'}, {'id': 4924, 'name': 'insane asylum'}, {'id': 10183, 'name': 'independent film'}]"
225898,"[{'id': 9826, 'name': 'murder'}, {'id': 12339, 'name': 'slasher'}, {'id': 14604, 'name': 'theft'}, {'id': 14964, 'name': 'drug'}, {'id': 160316, 'name': 'sickle'}, {'id': 206930, 'name': 'strippers'}, {'id': 208048, 'name': 'cannibalism'}]"
23830,"[{'id': 242, 'name': 'new york'}, {'id': 1326, 'name': 'infidelity'}, {'id': 1595, 'name': 'ex-girlfriend'}, {'id': 1797, 'name': 'loyalty'}, {'id': 1820, 'name': 'trip'}, {'id': 6038, 'name': 'marriage'}, {'id': 8508, 'name': 'party'}, {'id': 12094, 'name': 'business'}, {'id': 13028, 'name': 'writer'}, {'id': 14782, 'name': 'trust'}, {'id': 15319, 'name': 'attraction'}, {'id': 156478, 'name': 'boyfriend'}, {'id': 162706, 'name': 'temptation'}, {'id': 187056, 'name': 'woman director'}]"
252724,[]
30653,"[{'id': 6075, 'name': 'sport'}]"
41378,"[{'id': 502, 'name': 'ambush'}, {'id': 780, 'name': 'kung fu'}, {'id': 10278, 'name': 'ninja'}, {'id': 183435, 'name': 'bloodbath'}, {'id': 191411, 'name': 'weapons history'}]"
74694,[]
202198,"[{'id': 15162, 'name': 'dog'}, {'id': 158387, 'name': 'dog actor'}]"
213684,"[{'id': 485, 'name': 'nepal'}, {'id': 1530, 'name': 'temple'}, {'id': 187056, 'name': 'woman director'}, {'id': 206416, 'name': 'cable car'}]"
18359,"[{'id': 393, 'name': 'civil war'}, {'id': 10141, 'name': 'battlefield'}, {'id': 13006, 'name': 'torture'}]"
119801,"[{'id': 90, 'name': 'paris'}, {'id': 167198, 'name': 'fashion show'}]"
80775,[]
411822,"[{'id': 10508, 'name': 'teacher'}, {'id': 18035, 'name': 'family'}, {'id': 34142, 'name': 'jobless'}, {'id': 193685, 'name': 'malayalam'}]"
21349,"[{'id': 1566, 'name': 'dream'}]"
9623,"[{'id': 1417, 'name': 'jurors'}, {'id': 1936, 'name': 'blackmail'}, {'id': 3012, 'name': 'court case'}, {'id': 5153, 'name': 'son'}, {'id': 11038, 'name': 'trial'}, {'id': 33519, 'name': 'courtroom'}]"
39104,"[{'id': 210024, 'name': 'anime'}, {'id': 229649, 'name': 'dragon ball,'}]"
10119,"[{'id': 4711, 'name': 'norwegian'}, {'id': 10791, 'name': 'teenage crush'}, {'id': 13088, 'name': 'summer'}, {'id': 14714, 'name': 'summer vacation'}, {'id': 187056, 'name': 'woman director'}, {'id': 208349, 'name': 'child'}]"
34181,"[{'id': 4320, 'name': 'lover'}, {'id': 9673, 'name': 'love'}, {'id': 9856, 'name': 'flashback sequence'}]"
10497,"[{'id': 1664, 'name': 'eroticism'}, {'id': 2564, 'name': 'wheelchair'}, {'id': 2587, 'name': 'married couple'}, {'id': 2799, 'name': 'cruise'}, {'id': 4115, 'name': 'longing'}, {'id': 5809, 'name': 'marriage crisis'}, {'id': 5859, 'name': 'paralysis'}, {'id': 6373, 'name': 'sadomasochism'}, {'id': 178649, 'name': 'voyeurism'}]"
946,"[{'id': 1596, 'name': 'anonymous letter'}, {'id': 2038, 'name': ""love of one's life""}, {'id': 6253, 'name': 'ignorance'}, {'id': 10818, 'name': 'author'}, {'id': 12965, 'name': 'duel'}, {'id': 18267, 'name': 'vienna austria'}, {'id': 183886, 'name': 'illegitimate son'}]"
232034,"[{'id': 4344, 'name': 'musical'}]"
7443,"[{'id': 2479, 'name': 'chicken'}, {'id': 6089, 'name': 'freedom'}, {'id': 10685, 'name': 'escape'}, {'id': 185521, 'name': 'chicken farm'}, {'id': 185522, 'name': 'pie machine'}]"
19014,"[{'id': 162757, 'name': 'singing cowboy'}]"
402536,[]
80742,[]
10363,"[{'id': 383, 'name': 'poker'}, {'id': 544, 'name': 'sailboat'}, {'id': 851, 'name': 'dual identity'}, {'id': 3180, 'name': 'sailing'}, {'id': 4812, 'name': 'plan'}, {'id': 6149, 'name': 'police'}, {'id': 9937, 'name': 'suspense'}, {'id': 33626, 'name': 'millionaire'}, {'id': 155440, 'name': 'hitchcockian'}, {'id': 155845, 'name': 'french noir'}, {'id': 189574, 'name': 'evil man'}, {'id': 209096, 'name': 'forger'}]"
5155,"[{'id': 131, 'name': 'italy'}, {'id': 924, 'name': 'italian'}, {'id': 1655, 'name': 'country house'}, {'id': 1716, 'name': 'milieu'}, {'id': 1850, 'name': 'daily life'}, {'id': 2065, 'name': 'province'}, {'id': 2755, 'name': 'country life'}, {'id': 3399, 'name': 'disorientation'}, {'id': 6117, 'name': 'holdings'}]"
209361,[]
94639,[]
68047,"[{'id': 187056, 'name': 'woman director'}]"
19085,[]
51531,[]
