adult,belongs_to_collection,budget,genres,homepage,tmdb_id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
False,,0,"[{'id': 99, 'name': 'Documentary'}]",,94639,tt1789810,pt,José e Pilar,"A deeply moving story about love, loss and literature, this documentary follows the days of José Saramago, the Nobel-laureate Portuguese novelist, and his wife, Pilar del Río. The film shows their whirlwind life of international travel, his passion for completing his masterpiece ""The Elephant's Journey"", and how their love quietly sustains them throughout.",1.474159,/ifK7pLn4d683YBc6mwkgs2DOvxy.jpg,"[{'name': 'El Deseo', 'id': 49}, {'name': 'O2 Filmes', 'id': 345}, {'name': 'JumpCut', 'id': 30272}]","[{'iso_3166_1': 'BR', 'name': 'Brazil'}, {'iso_3166_1': 'PT', 'name': 'Portugal'}, {'iso_3166_1': 'ES', 'name': 'Spain'}]",2010-10-18,0,117.0,"[{'iso_639_1': 'pt', 'name': 'Português'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,The universe won't remember us. It won't remember Homer wrote The Odyssey.,José & Pilar,False,7.6,9
False,,0,"[{'id': 35, 'name': 'Comedy'}]",,201765,tt2418440,es,Tres bodas de más,"A woman attends wedding of successive men in her life, though she gets to find a soul mate.",7.524929,/zLZT2B8ioGJyuU3UmCXiY0fa5Fd.jpg,"[{'name': 'Antena 3 Films', 'id': 6538}, {'name': 'Apaches Entertainment', 'id': 8111}, {'name': 'Think Studio', 'id': 10128}, {'name': 'Ciskul', 'id': 10130}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}]",2013-12-05,0,94.0,"[{'iso_639_1': 'es', 'name': 'Español'}]",Released,,Three Many Weddings,False,6.2,54
False,,0,"[{'id': 10770, 'name': 'TV Movie'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,211331,tt0139984,en,Diamond Girl,"Denny Montana never looks at Claire. She has been working for him for four years and fallen in love at a distance. When Denny's brother Regan returns to oversee the sale of the family vineyard, Claire and Reganen makes pact. To make Denny jealous and lure him away from his girlfriend's bad influence. But what Claire and Regan did not take into account was how difficult it can be to control their own emotions.",0.907988,/awumt0NW0qXwnBduEXyfq3fDKZ5.jpg,"[{'name': 'Alliance Communications Corporation', 'id': 2480}, {'name': 'Canadian Film or Video Production Tax Credit (CPTC)', 'id': 8582}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'ZA', 'name': 'South Africa'}]",1998-07-25,0,91.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Diamond Girl,False,3.3,4
False,,0,"[{'id': 27, 'name': 'Horror'}]",,29126,tt0024895,en,Black Moon,A woman returning to her island birthplace finds herself drawn to a voodoo cult.,0.336935,/s9tWqX7G3w3PCCaN8JkDkNo9sXj.jpg,"[{'name': 'Columbia Pictures Corporation', 'id': 441}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1934-06-15,0,68.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Love battling against the sorcery of the jungle!,Black Moon,False,4.8,4
False,,0,"[{'id': 35, 'name': 'Comedy'}]",http://www.khartonline.com/,27866,tt1420554,en,Kevin Hart: I'm a Grown Little Man,"Fresh off the heels of appearing in movies like Superhero Movie and The 40 Year-Old Virgin, fast-talking comedian Kevin Hart stars in this live stand-up performance where he makes fun of everything and everybody - especially himself.",1.784753,/a8UYTmPl8rPgUNr1UkSmdpyMPyV.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-02-03,0,72.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Kevin Hart: I'm a Grown Little Man,False,7.5,41
False,,0,[],,115788,tt0089509,ja,ラブホテル,"After witnessing the rape of his wife, a man's mind snaps and he attacks a prostitute. Two years later, the man and the prostitute meet by chance.",0.599997,/t6M7Txm2cxR90IOycIs39F5jbjI.jpg,[],"[{'iso_3166_1': 'JP', 'name': 'Japan'}]",1985-08-03,0,88.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,,Love Hotel,False,5.0,1
False,,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",http://www.darumasanga.com/,241863,tt3354222,ja,神さまの言うとおり,"Takahata Shun's day at high school begins just as normal and boring as ever, but it doesn't end that way. After his teacher's head explodes, he and his classmates find themselves forced to play children's games, such as Daruma ga Koronda (a game like Red Light/Green Light), with deadly stakes. With no idea who is behind this mysterious deadly game session, and no way of knowing when it will finally end, the only thing Shun and other students can do is keep trying to win…",2.752384,/3Obn9IR47fjhbtYtNrO7CBSrZ2w.jpg,"[{'name': 'Toho Company', 'id': 882}, {'name': 'Toho Pictures', 'id': 49301}, {'name': 'Oriental Light and Magic (OLM)', 'id': 66289}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",2014-11-15,0,117.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,"Oh my God, please return my tedious everyday.",As the Gods Will,False,7.1,38
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,57627,tt1859438,th,สิ่งเล็กเล็กที่เรียกว่า...รัก,"The ordinary 14 years old girl name Nam. she's unattractive or simple call... the ugly! But she had secretly in love with older guy in grade 10 name Chon, a most popular student in high-school. He's hot, perfect and generous. That's make girls in school going crazy about him, including Nam too. But she doesn't give up easily. She tried do everything to made her pretty good and outstanding in school. Because she hopes him turned around at her just once more time.",1.910328,/mdm2vTbBuUo8lWcizGW48FzIelb.jpg,"[{'name': 'Sahamongkol Film International Co. Ltd.', 'id': 3237}, {'name': 'Workpoint Entertainment', 'id': 24980}]","[{'iso_3166_1': 'TH', 'name': 'Thailand'}]",2010-08-12,0,118.0,"[{'iso_639_1': 'th', 'name': 'ภาษาไทย'}]",Released,First Love,A Little Thing Called Love,False,7.5,35
False,"{'id': 322330, 'name': 'Garfield Holiday Celebrations', 'poster_path': None, 'backdrop_path': None}",0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",,15718,tt0279830,en,Garfield's Halloween Adventure,"Garfield and his pup pal Odie go trick-or-treating, only to wind up in a house haunted by ghostly pirates.",1.636118,/akgmKfcusFVNF0NzCIvTWg1wkaS.jpg,"[{'name': '20th Century Fox Home Entertainment', 'id': 3635}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1985-10-30,0,25.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Garfield's Halloween Adventure,False,7.1,9
False,,0,"[{'id': 35, 'name': 'Comedy'}]",,75950,tt0035978,en,The Heat's On,"After an absence of three years, Mae West returned to the screen in the musical comedy The Heat's On. La West is cast as Fay Lawrence, a famous Broadway actress who is loved intensely by her producer Tony Ferris (William Gaxton). Rival producer Forrest Stanton (Alan Dinehart) steals Fay away from Ferris by convincing her that she's been blacklisted from Broadway by blue-nosed moralist Hannah Bainbridge (Almira Sessions). Meanwhile, Hannah's puckish brother Hubert (Victor Moore) syphons money from his sister's ""clean up show business"" committee to produce a musical show for his actress niece Janey (Mary Roche). Somehow, all these characters converge for a spectacular closing production number spotlighting the formidable Fay. Part of the reason for the failure of The Heat's On is the fact that Mae West didn't write her own dialogue, as was usually her custom. The film performed so poorly that it would be 27 years before West would again appear on the Big Screen.",0.531012,/fQvm1Yp6i31olvDWqABj8kc6sMP.jpg,"[{'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Gregory Ratoff Productions', 'id': 20186}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1943-12-02,0,78.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Turn on the Fun! A Heat Wave of Beautiful GIRLS! GAGS! RHYTHM! and ROMANCE!,The Heat's On,False,3.3,2
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",,42234,tt0077452,pt,Dona Flor e Seus Dois Maridos,"In a small city of Brazil, Flor (a very good looking woman) marries Vadinho, a very handsome and erotic man. Once married she finds he is a good-for-nothing. She works teaching cooking to her neighbours but he takes all her money to gamble. One day he dies. Flor misses the goods of the marriage so she marries again with a very correct gentleman - the owner of the drugstore (Teodoro). Now she's very happy with her man, but misses the erotic moments with her previous husband. Then the ghost of Vadhino comes to earth to chase her.",0.72351,/jTkw5nnrYT0KpAAEm0wNdgQ7Bu3.jpg,"[{'name': 'Companhia Cinematográfica Serrador', 'id': 8496}, {'name': 'Coline', 'id': 8497}, {'name': 'Carnaval Unifilm', 'id': 8498}]","[{'iso_3166_1': 'BR', 'name': 'Brazil'}]",1976-11-22,0,110.0,"[{'iso_639_1': 'pt', 'name': 'Português'}]",Released,,Dona Flor and Her Two Husbands,False,6.2,13
False,,0,"[{'id': 99, 'name': 'Documentary'}]",,61312,tt1740712,en,"Video Nasties: Moral Panic, Censorship & Videotape","A documentary analyzing the furore which so-called ""video nasties"" caused in Britain during the 1980s.",0.376182,/nEXET4XJELIuJtjVAeaBnRyA49q.jpg,"[{'name': 'Nucleus Films', 'id': 17290}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2010-08-30,0,72.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,72 films that changed Britain forever.,"Video Nasties: Moral Panic, Censorship & Videotape",False,7.2,9
False,,0,"[{'id': 53, 'name': 'Thriller'}]",,202831,tt0105998,en,The Fire Next Time,"2017: The greenhouse effect and global warming take their toll as droughts, floods, and hurricanes wreak mass destruction in a world gone mad, one family struggles to survive against all odds...",0.365056,/iFMYbPhsFX5v5wc6DLgb5DVRjIZ.jpg,"[{'name': 'RHI Entertainment', 'id': 20358}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1993-04-20,0,193.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Fire Next Time,False,5.3,2
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,83869,tt1906329,en,As Cool as I Am,A smart teenage girl comes of age in a small town with her self-centered parents who had her when they were teenagers.,2.440124,/izoKkDJCbYhIkrPzpCcwrqg2K90.jpg,"[{'name': 'Identity Films', 'id': 2870}, {'name': 'Wind Dancer Productions', 'id': 8116}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2013-06-21,0,92.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,How do you grow up when your parents haven't?,As Cool as I Am,False,4.9,35
False,"{'id': 460334, 'name': 'Bulldog Drummond (Richard Johnson) Collection', 'poster_path': None, 'backdrop_path': None}",0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",,5056,tt0060288,en,Deadlier Than the Male,"In this 1967 drama, resourceful British agent Bulldog Drummond, who appeared onscreen in a series of spy stories between 1929 and 1951, returned to duty in the wake of James Bond. Here, Drummond (Richard Johnson) is on the trail of Carl Petersen (Nigel Green), a corrupt industrialist who has a bad habit of stealing the ideas of others and then killing them so he can reap their profits. The nefarious Petersen has a team of female assistants willing to kill on command, led by Irma (Elke Sommer) and Penelope (Sylva Koscina). One more Bulldog Drummond vehicle, Some Girls Do, followed in 1969 before the series was retired again",1.244935,/ywc0tYz4Zfiok9Li40wSdRHYM8x.jpg,"[{'name': 'Greater Films Ltd.', 'id': 1846}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1967-02-12,0,101.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,For Hire: Deadly Weapons!,Deadlier Than the Male,False,6.3,8
False,,0,"[{'id': 18, 'name': 'Drama'}]",,36492,tt0066892,en,Carnal Knowledge,"The concurrent sexual lives of best friends Jonathan and Sandy are presented, those lives which are affected by the sexual mores of the time and their own temperament, especially in relation to the respective women who end up in their lives.",2.837238,/l7e1qP8Mq97W1Wg14FNnbz1OxmG.jpg,"[{'name': 'AVCO Embassy Pictures', 'id': 494}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1971-10-21,28623900,98.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Everyone needs to be loved - sometime or another.,Carnal Knowledge,False,6.7,34
False,"{'id': 309300, 'name': 'The Trip Collection', 'poster_path': '/6ATyIyUbtgI0napk5lFxh6lQTgF.jpg', 'backdrop_path': None}",0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,242088,tt2967006,en,The Trip to Italy,"Years after their successful restaurant review tour of Northern Britain, Steve Coogan and Rob Brydon are commissioned for a new tour in Italy.",5.61555,/gbdN1MGJI2vIV9yKqDkAsazWQIT.jpg,"[{'name': 'Revolution Films', 'id': 163}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2014-04-24,0,108.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Anyone for seconds?,The Trip to Italy,False,6.4,100
False,,0,"[{'id': 35, 'name': 'Comedy'}]",,81831,tt0056883,it,Il Boom,"Sweet-sour comedy on Italy's 1950's rage to get rich as fast as possible! The businessman wants to satisfy his wife's craving for luxury and a ""respectable life"" so he becomes heavily indebted. In desperation he agrees to sell a precious part of his body for a large sum of money. But just before the crucial operation he panics...",0.275855,/kPjooDJlB08niVQwLfMiOVuwAs1.jpg,[],[],1963-09-24,0,97.0,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Released,,The Boom,False,5.5,4
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,183832,tt0020693,en,Billy the Kid,"Billy, after shooting down land baron William Donovan's henchmen for killing Billy's boss, is hunted down and captured by his friend, Sheriff Pat Garrett. He escapes and is on his way to Mexico when Garrett, recapturing him, must decide whether to bring him in or to let him go.",0.875418,/xW5EIKvrcW6OWKEO2PemgQ94U6t.jpg,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1930-10-18,0,98.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Billy the Kid,False,0.0,1
False,,0,[],http://www.pbs.org/pov/firstpersonplural/,180016,tt0240505,en,First Person Plural,"In 1966, Deann Borshay Liem was adopted by an American family and sent from Korea to her new home in California. There the memory of her birth family was nearly obliterated, until recurring dreams led her to investigate her own past, and she discovered that her Korean mother was very much alive. Bravely uniting her biological and adoptive families, Borshay Liem embarks on a heartfelt journey in this acclaimed film that first premiered on POV in 2000. First Person Plural is a poignant essay on family, loss and the reconciling of two identities.",0.001178,/7CDjpzxlsTy74PxTRRujbDGkcHv.jpg,[],[],2000-12-18,0,60.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,,First Person Plural,False,0.0,0
False,,30000000,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",http://www.carrie-movie.com,133805,tt1939659,en,Carrie,"A reimagining of the classic horror tale about Carrie White, a shy girl outcast by her peers and sheltered by her deeply religious mother, who unleashes telekinetic terror on her small town after being pushed too far at her senior prom.",18.399055,/kloXz9qwO23z9Kbt3z3MgnjF4xO.jpg,"[{'name': 'Screen Gems', 'id': 3287}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Misher Films', 'id': 11581}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2013-10-16,82394288,100.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Know her name. Fear her power.,Carrie,False,5.8,1505
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,12806,tt0250478,ca,Krampack,"A Spanish coming of age story focusing on the antics of two 17 year olds, who have a posh beach house almost all to themselves one summer. This is also a summer of sexual awakenings.",1.847061,/iw5BLbL1rSmya9I6puP1q5dUn81.jpg,"[{'name': 'Canal+ España', 'id': 9335}, {'name': 'Messidor Films', 'id': 14245}, {'name': 'Generalitat de Catalunya - Departament de Cultura', 'id': 30258}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}]",2000-05-18,0,91.0,"[{'iso_639_1': 'ca', 'name': 'Català'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,,Nico and Dani,False,5.9,24
False,,0,"[{'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",,20622,tt0063404,hi,Padosan,Bhola (Sunil Dutt) falls in love with his new neighbor Bindu (Saira Banu) and tries to woo her with his singing abilities.  Only problem is Bhola is an awful singer and so he takes help from his actor friends and creates an elaborate ruse to woo Bindu.  Padosan is an iconic movie of Hindi Cinema and a must-watch.,0.236517,/7KcpaGZIdlYfhulAB6SSZtCJ7XU.jpg,"[{'name': 'Mehmood Productions', 'id': 64321}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",1968-11-29,0,157.0,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,A simple man enlists the help of his musical-theater friends to woo the lovely girl-next-door away from her music teacher.,Padosan,False,6.4,4
False,,0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",,25001,tt0084049,en,Hanky Panky,"The complete innocent, Michael Jordon, is drawn into a web of secrecy and government secrets when a girl carrying a mysterious package gets into a taxi with him. When she is later murdered, Michael is the chief suspect and on the run.",8.240643,/mkmbC44fTYsNrAvhZDLUQsYbwAx.jpg,"[{'name': 'Columbia Pictures Corporation', 'id': 441}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1982-06-04,0,110.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"When you're wanted for a murder you didn't commit, chased for secrets you didn't steal, and running from people who want to kill you, the worst mistake you can make is falling in love...",Hanky Panky,False,6.0,13
False,,0,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}]",,159121,tt2215395,fr,Paulette,"Paulette lives alone in a housing project in the Paris suburbs. With her meager pension, she can no longer make ends meet.",6.031147,/vrOmk9UVy5MW1fMpwVAMMlmCdWk.jpg,"[{'name': 'Gaumont', 'id': 9}, {'name': 'Légende Films (koprodukcja)', 'id': 79420}, {'name': 'France 2 Cinéma (koprodukcja)', 'id': 79421}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",2013-01-16,29494,87.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Paulette,False,6.3,138
False,,0,"[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}]",,82716,tt0110893,cs,Princezna ze mlejna,,0.793461,/kopmdZqBQ4NT4FhjIF3goDVUMMX.jpg,"[{'name': 'Česká televize', 'id': 5928}]","[{'iso_3166_1': 'CZ', 'name': 'Czech Republic'}]",1994-06-01,0,99.0,"[{'iso_639_1': 'cs', 'name': 'Český'}, {'iso_639_1': 'sk', 'name': 'Slovenčina'}]",Released,,The Watermill Princess,False,5.5,3
False,"{'id': 443996, 'name': 'Ghost in the Shell: Stand Alone Complex', 'poster_path': '/beAUB3mXb94rjJDYgEnlU4aUgvd.jpg', 'backdrop_path': '/sD5JkMG9J7PFH6fwWta2RaL4mZy.jpg'}",3200000,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 878, 'name': 'Science Fiction'}]",http://production-ig.com/contents/works_sp/47_/s00_/000481.html,18874,tt0856797,ja,Kôkaku kidôtai: Stand Alone Complex - Solid State Society,"The story takes place in the year 2034, two years after the events in Ghost in the Shell: S.A.C. 2nd GIG. Female cyborg Major Motoko Kusanagi has left Public Security Section 9, an elite counter-terrorist and anti-crime unit specializing in cyber-warfare, which has expanded to a team of 20 field operatives with Togusa acting as the field lead.",6.548847,/mwgy5GYV09MyniLX3ys7elCkNco.jpg,"[{'name': 'Production I.G.', 'id': 12657}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",2007-02-23,0,105.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,,Ghost in the Shell: Stand Alone Complex - Solid State Society,False,7.8,77
False,,0,"[{'id': 10402, 'name': 'Music'}, {'id': 99, 'name': 'Documentary'}]",http://www.thewho.com/listening-to-you-the-who-live-at-the-isle-of-wight-festival/,54002,tt0116891,en,Listening to You: The Who Live at the Isle of Wight,"Mod rockers the Who are captured live by director Murray Lerner at the legendary Isle of Wight festival in 1970, attended by 600,000 people. All the old classics are included in a typically energetic set; Moon the Loon, Roger the Dodger and Pete... the guitarist. And John Entwistle on bass. This is the first DVD release, without the extra material found on the DVD/Blu-Ray re-release of 2006.",0.272714,/zs4wmCCaGF5ZXHxDpSidKvfmxQ8.jpg,"[{'name': 'Pulsar productions', 'id': 11205}, {'name': 'Trinifold Management', 'id': 15396}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1998-11-03,0,85.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Listening to You: The Who Live at the Isle of Wight,True,4.8,2
False,"{'id': 246207, 'name': 'Gunbuster Collection', 'poster_path': '/8JSBwgZzGDVsvuldYsz2KADQVeK.jpg', 'backdrop_path': None}",0,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",,30146,,ja,トップをねらえ！＆トップをねらえ２！合体劇場版!!,"This double feature comprises of Gunbuster and Die Buster (aka Gunbuster 2) condensed them into a single theatrical release told in two parts with a musical intermission in between. The first part, Gunbuster the Movie, condenses the six episodes of the original OVA into a 95-minute moviefeaturing a new 5.1 audio remix and a redub by the original Japanese cast. The second part, Die Buster the Movie, mixes large chunks of the second OVA series with a few altered or newly-animated scenes to create a truncated take on Nono's story.",1.116784,/juv3kTSqswRx4uq3Bf82sJXAzFG.jpg,"[{'name': 'Bandai Visual Company', 'id': 528}, {'name': 'Gainax', 'id': 3041}, {'name': 'Victor Entertainment', 'id': 12835}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",2006-10-01,0,180.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,,Gunbuster vs Diebuster Aim for the Top! The GATTAI!! Movie,False,6.5,5
False,,0,[],,94996,tt0302889,en,On_Line,"John, a computer whiz on the rebound from a disastrous break-up, starts an adult Internet site with his roommate, Moe. They are soon caught up in the erotic nature of the chat sessions they host, changing both their lives.",0.341883,/n3wKxmPADbuOE3Japt3Mh0iBZoo.jpg,[],[],2002-02-28,0,97.0,[],Released,You're Never Alone,On_Line,False,6.0,1
False,,6000000,"[{'id': 18, 'name': 'Drama'}]",http://www.whatmaisieknewmovie.com,127373,tt1932767,en,What Maisie Knew,"Based on the Henry James novella, the story frames on 7-year-old Maisie, caught in a custody battle between her mother – a rock and roll icon – and her father. What Maisie Knew is an evocative portrayal of the chaos of adult life seen entirely from a child’s point of view.",8.535611,/1unkWKdT68ba6NdiSsPqzJeylxc.jpg,"[{'name': 'Image Entertainment', 'id': 3086}, {'name': '120dB Films', 'id': 5113}, {'name': '10th Hole Productions', 'id': 6691}, {'name': 'Dreambridge Films', 'id': 14037}, {'name': 'Red Crown Productions', 'id': 16945}, {'name': 'Weinstock Productions', 'id': 16946}, {'name': 'KODA Entertainment', 'id': 16947}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2013-05-02,1066471,93.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Post Production,Based on the novel by Henry James,What Maisie Knew,False,7.4,149
False,,0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",,224339,tt3185772,ta,ஓநாயும் ஆட்டுக்குட்டியும்,"Chandran (Sri), a medical student, notices the man struggling for his life after being hit by a bullet in the late hours of the day in Chennai and takes him to a few hospitals to get him treated. But the hospitals refuse to treat him as he has got bullet wounds. Chandran gives medical aid to the victim, which puts him in trouble. Chandran and his family are picked up by CBI officers for interrogation, which is when they find out that the victim is Wolf, a professional killer wanted by the police. Will Chandran be able to save his future? What was Wolf's mission?",0.38313,/zwy3Wgfo6KjIbEgya4lb6HC7DiE.jpg,"[{'name': 'Lone Wolf Productions', 'id': 82007}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",2013-09-27,0,144.0,"[{'iso_639_1': 'ta', 'name': 'தமிழ்'}]",Released,,Onaayum Aattukkuttiyum,False,7.4,6
False,,0,"[{'id': 18, 'name': 'Drama'}]",,346225,tt4935084,es,La calle de la amargura,Two wrestlers decide to go to a hotel in order to meet two prostitutes.,0.553966,/aAyOrHoMryRFhyOOt8EXN0HwN2m.jpg,"[{'name': 'Wanda Visión S.A.', 'id': 10046}, {'name': 'Alebrije Cine y Video', 'id': 12487}, {'name': 'Consejo Nacional para la Cultura y las Artes (CONACULTA)', 'id': 22622}]","[{'iso_3166_1': 'MX', 'name': 'Mexico'}]",2015-09-17,0,99.0,"[{'iso_639_1': 'es', 'name': 'Español'}]",Released,,Bleak Street,False,6.0,2
False,,0,"[{'id': 10402, 'name': 'Music'}, {'id': 35, 'name': 'Comedy'}]",,108209,tt0025347,en,Kid Millions,"A musical comedy about a Brooklyn boy who inherits a fortune from his archaeologist father, but has to go to Egypt to claim it.",0.160727,/jQsVipdr5GRYO9HyJfAgumNHP64.jpg,"[{'name': 'Howard Productions', 'id': 14925}, {'name': 'Samuel Goldwyn Company, The', 'id': 28205}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1934-11-10,0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,He had plenty of dollars and no sense!,Kid Millions,False,5.3,3
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",http://brightonrockmovie.com/,62728,tt1233192,en,Brighton Rock,"Charts the headlong fall of Pinkie, a razor-wielding disadvantaged teenager with a religious death wish.",2.566211,/7uq3onOHexPe4Xcj5bdRL7NKkIi.jpg,"[{'name': 'BBC Films', 'id': 288}, {'name': 'StudioCanal', 'id': 694}, {'name': 'UK Film Council', 'id': 2452}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2010-09-13,0,111.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Love. Murder. Revenge.,Brighton Rock,False,5.6,36
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,41944,tt0098160,en,The Rachel Papers,"Charles is in control of his life; he is about to finish 6th from college and start at Oxford. He is 19 and wants an 'older' woman before he turns 20. Enter the beautiful Rachel, and Charles puts his 'master-of-seduction' routines into top gear. Things however get complicated, Charles has a string of ex's and a weird brother-in-law. Rachel has a boyfriend named Deforest and Charles' father has a mistress.",1.348913,/x40K21YgY3YIOhue133RrzdCarN.jpg,"[{'name': 'Virgin', 'id': 1419}, {'name': 'Longfellow Pictures', 'id': 8802}, {'name': 'Initial Film and Television', 'id': 40426}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1989-05-12,0,95.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"She's curious, he's nervous",The Rachel Papers,False,5.5,11
